"comment","user_id"
"""Jimmi : good morning","368"
"JIMIN é a pessoa mais doce desse mundo","586"
"""Park Jimin - main dancer","431"
"Yoongi laughing at him is so funny😭😭😭","99"
"Jimin is so cute and funny 😂😂😂😍😍😍","104"
"""I dont want","782"
"Jimin-ah......♡♡♡ You are the best☆☆","727"
"Jimin was born a king 👑","331"
"The way Jimin yelled at Jungkook shook me-","525"
"3:39 jimin is so cute 😳😳💝💝","44"
"J-HOPE is literally a laughter machine 🤣🤣🤣","75"
"0:04 **sighs** he has such a way with words","393"
"Jimin  is  so much cute and funny","785"
"He is so cute ♡♡","951"
"It was mostly Jk and Jin😂..Jinkook😂💜","68"
"Jin :intelligent funny  handsom humany love you","229"
"Jk and Jin mostly the chaotic ones","734"
"Alt. Title: Jinkook being crackheads","208"
"That's Jin for y'all.","115"
"""Whenever you need mental care","312"
"""Yoongi is never the dumb as he watches the dumbs","654"
"Jinminkook is the craziest trio ever","201"
"1:21.. Namjoon always joins jin... 😅","750"
"""My summary  When you put jin and kookie togethe","800"
"""Jimin","308"
"Jinkook running the show 😂😂😂","268"
"I love it when Jk and Jin prank each other","141"
"2:18 jin oppa's laugh OMG","740"
"2:51 Jin s laugh imao😂😂😂","151"
"JinHit Jin😅🤣😂🤣😂🤣😂😂","872"
"Jinminkook really are real crackheads 😂","70"
"Jin has the best laugh. I laugh when he laughs 😂","888"
"OMG jin  What are you doing 🤣🤣🤣🤣🤣🤣","959"
"It’s funny how Jin is in almost every clip 😂","400"
"""4:34 Jk","371"
"Jin hyung is so cool","543"
"Just jin and jk being tom and jerry","105"
"This video is mainly about Jin 🤣","560"
"1:17 I liked Jin's gait😂💖","973"
"3:51 I'm coming back again for this 😂 😂","565"
"Jin is also world wide funny guy..😂😂😂🧑","553"
"Jin is always a making chaos lmao","452"
"""The fast-forward sound of Jin's laughing","149"
"And this is why I love these boys","793"
"""When that *Huiya* sound came","98"
"And here comes the Soekjin Potter at 2:19 😆😂","432"
"2:33 why is he so cute 🥺","763"
"4:34 they had made a formation of 'ARMY'😭😚💜","193"
"Hello 💜BTS  keep doing a funny thing 🤣🤣","30"
"I wanna JIN IN MY LIFE😪","387"
"Jin's face when jk beat he up ( 1:05 ).","807"
"I really love the slow motion movement","698"
"""at 3:50 jin is such a nerd","747"
"""When I first heard BTS","181"
"its always jin and jungkook 😂😂😂😂😂","801"
"541","959"
"541","399"
"541","364"
"541","292"
"541","532"
"541","643"
"541","71"
"541","952"
"541","525"
"541","788"
"541","679"
"541","886"
"541","677"
"541","400"
"541","772"
"541","562"
"541","260"
"541","228"
"541","434"
"541","642"
"541","336"
"541","763"
"541","834"
"541","422"
"541","486"
"541","642"
"541","854"
"541","375"
"541","886"
"541","344"
"541","641"
"541","615"
"541","807"
"541","879"
"541","710"
"541","438"
"541","169"
"541","853"
"541","763"
"541","492"
"541","524"
"541","620"
"541","696"
"541","535"
"541","993"
"541","8"
"541","359"
"541","206"
"541","971"
"541","448"
"541","515"
"541","670"
"541","106"
"541","222"
"541","108"
"541","561"
"541","950"
"541","903"
"541","365"
"541","142"
"541","919"
"541","44"
"541","507"
"541","187"
"541","636"
"541","586"
"541","820"
"541","710"
"541","536"
"541","497"
"541","635"
"541","277"
"541","658"
"541","617"
"541","318"
"541","296"
"541","846"
"541","808"
"541","728"
"541","417"
"541","234"
"541","38"
"541","719"
"541","857"
"541","744"
"541","180"
"541","166"
"541","237"
"541","532"
"541","946"
"541","686"
"541","328"
"541","740"
"541","559"
"541","720"
"541","897"
"541","669"
"541","457"
"541","826"
"541","719"
"""Nadie: Namjoom: holaaaa","504"
"J-hope se muy bonito cantando y los demás igual","159"
"2:29 j-hope y su vida loca xd","672"
"""""""Me siento alegría de hablar"""" 😂😂""","998"
"""0:49  jungkook: besame","837"
"Amo BTS 💜🇰🇷💜🇧🇷💜💜💜💜","135"
"Que bonitos cuando hablan en español","312"
"When los BITIES hablan mejor español que tú y yo","553"
"""Dioss","857"
"Que hermoso que aprendan Español","884"
"""1:35  Yo no se","596"
"0:12 las E-army también existimos","195"
"""HAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","104"
"Ay pinshis bts hermosos😚😚😚😜😛🤑7u7","861"
"""Soy o en el minuto 2:30 pareció que dijo """"jdsn","671"
"""2:58 esa niña tiene mas suerte que yo :""""v""","254"
"Hablan bien lindo los amo ♥♥♥♥","775"
"Jin :bésame mushoo yo: con gusto 7u7","847"
"Seokjin hablando español es icónico 😭","925"
"1:28 no lo pidas 2 veces Jin xd","850"
"""ESO HOSEOK","1"
"Me encantó cuando J HOPE  DIJO VIDA LOCA 😄😄😆😆","875"
"Admitan lo j-hope es latino ✨👄✨👌👌","255"
"Me gusta cuando j-hope dise vive la vida loca","558"
"Nadie hablando del hermoso español de Jin 😭","645"
"Amo los bailes de Namjoon XD","890"
"Amo cuando RM y J-hooper ablan español","831"
"BTS México","356"
"Hobi y nam fueron latinos en su otra vida xd :v","756"
"RM: Holaaaa somos... quienes somos... Bitiez","554"
"Jhope en alguna otra vida fue Latino.","880"
"0:16 ¿Quienes somos? :0 ame xD","20"
"0:23 cuando nadie me ve","416"
"""El """"gracias"""" de nam fue perfecto 💖👄💖""","84"
"Morí con el mariache de jimin","893"
"Se escuchan Todos tiernos hablando español ❤","250"
"Que tierno nuestro namjoon Adiós Chao","506"
"""Se les escucha muy bonito como hablan el español","44"
"Jungkook:besame mucho Yo: contodo gusto","94"
"ay manitas me estoy muriendo de ternura: 3","4"
"0:50 KuAndOh KieRas bEiBi oZi OzI","548"
"te quiero mucho j-hope","770"
"te quiero mucho j -hope","132"
"Amo a namjoom ♥️♥️♥️♥️♥️♥️♥️♥️","32"
"J-hope 😎","910"
"AAaaAAA VOLVISTE! 💖","103"
"Ahhh j_hope abla super cool","747"
"""yo cagada de la risa","330"
"Jin sabe cantar mejor que io feliz navidad","986"
"234","743"
"234","561"
"234","291"
"234","358"
"234","140"
"234","67"
"234","882"
"234","992"
"234","701"
"234","322"
"234","837"
"234","1"
"234","290"
"234","822"
"234","395"
"234","20"
"234","461"
"234","346"
"234","100"
"234","998"
"234","670"
"234","574"
"234","368"
"234","219"
"234","618"
"234","643"
"234","407"
"234","378"
"234","911"
"234","468"
"234","951"
"234","460"
"234","475"
"234","462"
"234","80"
"234","30"
"234","754"
"234","547"
"234","973"
"234","527"
"234","606"
"234","233"
"234","881"
"234","128"
"234","907"
"234","866"
"234","654"
"234","728"
"234","341"
"234","89"
"234","222"
"234","675"
"234","519"
"234","937"
"234","39"
"234","910"
"234","596"
"234","25"
"234","87"
"234","313"
"234","776"
"234","683"
"234","240"
"234","154"
"234","692"
"234","20"
"234","929"
"234","758"
"234","426"
"234","361"
"234","833"
"234","623"
"234","92"
"234","673"
"234","975"
"234","524"
"234","260"
"234","131"
"234","15"
"234","356"
"234","198"
"234","196"
"234","687"
"234","770"
"234","837"
"234","218"
"234","354"
"234","976"
"234","634"
"234","793"
"234","335"
"234","440"
"234","982"
"234","858"
"234","251"
"234","589"
"234","660"
"234","779"
"234","923"
"234","45"
"Seberapa banyak ARMY INDO???👉","472"
"""Jk: sekarang","644"
"Aku merindukan taehyung yang petakilan:((","926"
"32:33 jk gemes bgtt😭 argggh","587"
"Jhope ganteng banget yak?","567"
"V please be happy..❤️❤️","731"
"semangattt terusssss💜💜","250"
"""Tadinya aku lagi badmood","873"
"V we love you fighting","702"
"""32:27","17"
"Tae tiap kali ngomong pasti ada gerakanya😍","146"
"""Perkara makanan mereka nomor 1","576"
"maknae JK niruin kakek lagi  rrrappp monsterr 😂","830"
"Kenapa aku gemes sama jimin-suga ya wkwkw","885"
"Aaaaaaaaaaaaaaaaa thank u sub indonya😭💜","128"
"Jk say: Rrraapp mosntaa That so pretty >♡< hahaha","829"
"""Aku yg selalu telat nonton","53"
"""태형 씨","766"
"Thanks you Bangtan💜","637"
"Fighting 💜💜","462"
"""Terimakasihh authorrr gercep bgt","163"
"Teahyung oppa💜💜💜💜😘","867"
"""Suga sma jin suami able bangettt","701"
"""Jaga kesehatan min","8"
"""Mereka yang masak","505"
"""semangat terus buat admin","882"
"Aowkaow pda komen first semuaa. Tengkyuu kakkk!!!","987"
"32 detik yang lalu dong:))","168"
"Neol saranghae","269"
"Jungkook Selalu: Rrrrrrrap Monster 🤣🤣","378"
"yang jelas disini jungkook laper","741"
"terimakasih dan fighting 💜💜","909"
"Thank you author ❤️❤️ fighting","626"
"Dari tadi ngeliatin jimin gemesh banget😆","222"
"Bangtan borahe","348"
"""Tengkyuuu","543"
"MAKASIH UDAH UPLOD INI😭💜","995"
"""Yang gw tunggu"""" akhirnya muncul juga 😭😭""","492"
"Thank you. Love banyak2💜💜","826"
"Ngakak denger suara jhope 😂","542"
"ye ye ye!!💜","706"
"Makasih so much min buat subtitlenya","84"
"gercep banget kakak ini😭❤️ 🔥","723"
"1:45 ngakak bener junkook 😆😆😆😆","536"
"Smg kedepannya makin sukses:)","161"
"Thank you min udh share","183"
"Jadi penasaran rasa sup nya tim nya vhope","252"
"Mksih videonya kk💜💜💜💜","37"
"Gercep ah 💋","721"
"""Yg di tunggu"""":)""","977"
"""Thankyouuuuu yaa ","634"
"Aaaa gercep banget makin sayang dehh:*","126"
"Terimakasih ka sudah menerjemahkan ❤️","72"
"Akhirnyaaaaa 🔥❤️","744"
"44 menit yg lalu  thank you min 💖","24"
"Spiritt 💜","33"
"Ahh luvv bangettttttt gerceppp","69"
"Terimakasih kakak....luv you😘","318"
"V kalem banget sih","937"
"Gomawo 😭😭💜💜💜💜💜","794"
"Makasih kk.jgn lupa istirahat","393"
"""Yoongi... lagi kenapa ituh","509"
"Ahirnya yang di tunggu2😍😍😘","551"
"Jimin ngakak mulu dah🤣🥰","722"
"""Mantepp","415"
"Udah rame komen :)","815"
"Akhirnya yang ditunggu tunggu up juga💜","402"
"makasih kak 😍","914"
"Gomawo subtitlenya🤗","721"
"Gomawo mimin 💜","268"
"""Thank kak udh menerjemahkan","826"
"첫 번째 댓글","390"
"Aseekk","312"
"Makasih kakk💜💜","33"
"ليش لما يمدح غنائهم احسه يمدحني😂😂🔪","584"
"فانز فلتر جيمين وينكم 😗💜💜.","261"
"2:26 RM","164"
"Yes; Life goes on💫💜🍓","934"
"ارمي اثبتو وجودكم بل ايكات","44"
"المخرج والمصور جونكوك أصغر عضو بلفرقه😭💜","560"
"هلا ولله تاي ستان اثبتو وجودكم 🤓🌈","134"
"فانز جين 💜🔮","938"
"في ناس كلاب شهره ارمي انتبهوا ⛓️😣 ⁦ಠ_ʖಠ⁩","372"
"2:20نووو نامجون راااب مونستر👍🌝💔","425"
"나는 또한 그들의 노래를 매우 좋아합니다💜💜","855"
"ارمي اثبتو وجودكم 🔮💜✌🙃🙂😘🥺💕","236"
"ارمي خلي لايك😚💓","744"
"جنغكوك عندو الحنجرة الذهبية 🍯","80"
"صوة جيمين يجعلك تقعين في حبه","499"
"نامجون  جيهوب  شوقا هذول الرابر لاين 🥺💗","346"
"2:25 راب مونستر (نامجون)  🙂🤝🏻💗","635"
"اعشق بارت شوقا كل ما سمعته احس اني ببكي😭💜","45"
"نامجون / قائد الفرقه و راب","476"
"لا اول يلي غنه اسمه جونغكوك🙂✨🌸","146"
"ياخي الفخررررررررر وصل للسماء  ارمي اثبتوا وجودكم","698"
"شوفها مع الترجمه بليزز..😟 صدك راح تعجبك جدا","94"
"لأ مو كلهم يغنو مع كيم تاهيونغ بس هو😭😜🇯🇴🇰🇷","133"
"*تقيمك يجنن لطيف هادئ 💗💗.* *عادي تسوي بعد!؟*","904"
"2:19 دا راب نامجون قائد فرقة بتس🐰💜","642"
"وينكوو ارميي","141"
"فانزات شوقا وينكم","486"
"اين انتم يا ارميييييييييييييي 💜🌌🔮✌🏾","542"
"بلييييييز سوي تقيم علي اغاني شوقا بالانجليزي","638"
"2:21هاذه راب مونستر RM","183"
"تايهيونغ صووته كلشش قوي وعمييق","837"
"2:23 راب نامجون","207"
"يناااااااس تاي ناوي يذبحني بالاخييير😩😭😭","317"
"شوقا كان كتفو يوجعو بس صور عشانا 🍯🤭🤭","554"
"كيم نامجون واسم الفن راب مونستر ار ام","611"
"جونغكوك هو الشخص الي كان مخرج الmv 😭","280"
"نامجون الراب مونستر 💖🙂","995"
"ملاحضة هية مو حزينة اسمهة الحياة تستمر 😂😂💔","646"
"راب مونستر نامجون RM كيم نامجون","182"
"V is cute","426"
"🔥🔥🔥🔥🔥🔥","664"
"""I think Taetae is your secret weapon to kill me","442"
"The way he told V💜 🔥 🔥","934"
"This made my day","785"
"Taetae 💜💜","347"
"V I miss you baby so good boy💜💜💜💜🌹","220"
"🎉🔥v😎🔥🔥","136"
"V💜💜💜💜💜💜💜","952"
"It's not funny it's hot edits Sarangheo v","661"
"V you are so sweet.🥀","841"
"V:beeeeeeeeeeeee  ME:CUTE VOICEL💜💜","910"
"Why he is so handsome and cute 💜💜💜","493"
"My price charming my cutie V💜","169"
"O my god his smile ❤️","156"
"V teahung ❤️ I love","750"
"V😊😊❤️❤️❤️❤️❤️","798"
"Superb V✌👈","496"
"Nice editing bro 💜💜","168"
"Soooo cute💜💜💜 lots of love from India🇮🇳🇮🇳","470"
"This is my favourite band ❤️❤️❤️❤️❤️❤️","618"
"Hae ARMY! did u upload different videos of each?","228"
"O am g I love you v🥰😘😘🥰😍😍🥰😘😘🥰😍😍🥰","715"
"I love this band ❤️❤️❤️❤️❤️❤️","625"
"Ur editing is 🔥","787"
"❤️❤️🔥🔥🔥🔥","618"
"🔥🔥🔥🔥🔥","584"
"💓💯tae💓💓","468"
"""Best editor in the world ","441"
"wow 😍😍😍","458"
"Superbb💜💜","612"
"Yes his eyes is 😘🥰❤️ killing","518"
"Soooooooooooo cute so handsome","622"
"😂😂😂😂 funny and cute","867"
"❤️","82"
"❤❤❤❤","991"
"I love you v","910"
"Omg he is soooooooooooo cute","178"
"Hi army plss watch my channel also","528"
"Niceee👌👌","990"
"💜💜💜💜💜💜💜💜💜💜💜","928"
"😯💝","283"
"0:08 to 0:12 🥵🥵🥵","480"
"Armys: dead😂😂😂","277"
"😘😘👍","72"
"😙😙😙😙💜💜","349"
"💜💜💜💜💜👌🏻👌🏻👌🏻👌🏻👌🏻","461"
"I love you to v","538"
"So cute","540"
"I like this one 0:08 so much","556"
"He is my first love","575"
"nicr editing😍😍😍","894"
"Oh my god what a twist","745"
"😂😂💋💋😯🔥🔥❤️❤️😘😘","188"
"😍😍😆😆😆💖💖💖✌️✌️","302"
"Cute","230"
"Nais👌👌","617"
"Which song of bts did u use","506"
"Hi !his name  is V and  he is a good boy","766"
"Cute❤️😎😀","277"
"amazing dance yaar 'v' nice","405"
"And his simple is killing","512"
"Funny. Densh 🤭🤭🤭","361"
"😘😘😘😘😘😘😘😘😇","334"
"Can you plz tell me which song it is","403"
"Anyone meet v?","4"
"Wow","941"
"Are u an Indian plz tell us plz","312"
"K💞💝👌👋👋💖😊❤❤❤💕💖👋💖","670"
"Very nice","384"
"Jimin cute in pink colour hair","870"
"""Every hair colour suits him","804"
"Jimin looking  cute in all hair color","478"
"My bias😍","528"
"""My oppa 😳😳","467"
"💜JIMIN 💜","15"
"Baby Machi Soo Handsome and Cutie ❤❤❤❤❤","949"
"Jiminaaaaaa","639"
"Jimineee Pink colour hair in very  nice","935"
"V IS ALSO MY BIAS BUT FIRST MOCHI","452"
"우리 지민이 하고싶은거 다해","31"
"I love you Jimin and so cute 😊😊😊","666"
"Every colour shoots mochi.I 💜 mochi.","510"
"What is jimin's favourite colour..? Plz tell me..","891"
"Blonde colour suits on him 😊😊💜","928"
"😍😍💖","548"
"Jiminshii💜💜💜😍😍😘😘","631"
"ι мσsт ℓιкε נιмιη ωιтн ριηк нαιя😊💜💜","54"
"MOCHI IS MY BIAS AND I LOVE HIM","545"
"i..jimin cute ganteng bangen deh😍😘😘","184"
"🥰🥰","494"
"Jimin","634"
"I like that red colour hairstyle very much","458"
"On jimin","209"
"❤️❤️❤️💜💜💜💛💛💛","389"
"Grey hair colour soots him very much","865"
"Love 💗💗💗🌹🌹","166"
"Jimin is my husband","616"
"Gray and black...... 😊😊😊","666"
"Songs?","581"
"But all colour soots bts all members","406"
"0:43 uy tu si guapo jajajaa si muy cierto😂😂😂😍","756"
"6:18 😂😂😁","41"
"Jajaja amo vídeos como este XD 😂😂😂👏","146"
"6:18Ahi se sintio la verdadera felisidad","329"
":)","939"
"5:05 RE SIIIIIIIIIIIIIIIIIII.","101"
"Jajjajjajajjaja 😂😂","856"
"El 3:30 es verdad","730"
"""Thanks","649"
"It's sooo amazing can you teach me please T_T","320"
"Lol your voice","788"
"Tae and suga literally share the same brain cell","618"
"Seven is my favorite number now","450"
"* Make a seven *  Others: * 7poses * V: ✌️🖐️","450"
"""Tae and Suga: """"we're surrounded by 3 yr olds""""""","561"
"""Dear parents","614"
"Tae and yoongi is so extra XD  I Love Them 💜","54"
"""BTS: everybody wear calm","889"
"everyone: 🤸‍♀️🏌️‍♀️🤸🏻🧗‍♀️💃🕺 tae: 🧍🖐✌️","205"
"international ARMY            👇","679"
"Tae: 2+5=7 Army:😭oh he sooo handsome 💜💜💜","436"
"""Olhei o Yoongi fazendo isso '👇' e desculpa","86"
"O Yoongi travando na beleza = tudo pra mim","874"
"Suga: pose de maloqueiro","178"
"""La creatividad de Jhope me supera","190"
"""Yoongi sedentário ali kkkkk","696"
"Jhope’s seven is the most accurate ✨","709"
"Yoongi: 👇🏼 Tae:✋🏼✌🏼","740"
"""Kim Taehyung and Suga - """"asking us to pose 7","619"
"1:23 I’m dead Tae and Suga 😂😂😂","773"
"""OK ITS TRUE I am missing that old funny","672"
"""Taehyung hyung biş dicem","790"
"tae and yoongi are just built different","441"
"1:17 i like Hobi's 7 XD","68"
"""""""BE"""" YouTube is incomplete without you.""","144"
"7J-hope","807"
"Муд по жизньи: Юнги","331"
"""Hobi's 7 is really something","570"
"""V and Suga: Then if you don't accept it","578"
"Os meninos parecem super a vontade com as staffs","188"
"No one: Literally no one:  V's 7 pose:  🖐🙂✌","662"
"""DEAR ARMY'S ","677"
"taehyung just simple making seven fingers.","480"
"We all want V to be our photographer ❤️","611"
"V out fit is so cute","229"
"Тэхён; а я умный 😅","725"
"Everybody gangsta till Tae pulls out the math.","31"
"V the photographer and JUNGKOOK the director","218"
"I’m crying at tae and sugas 😭","763"
"President J-Hope representing Asia 😌","14"
"""Dude","501"
"Suga'yı yeniden aramızda görmek çok güzel.💜💝","446"
"RM Jungkook: *loving the song* Jhope Suga: *mood*","922"
"""Jungkook  ","864"
"Me looking at suga Suga be like: -_-?","301"
"""RM","832"
"jongkook face is soo cute luv u all 💜💜","390"
"My Heart is on *FIREEEEEE 🔥🔥🔥*","255"
"Suga be like: I'll beat everyone right now 😂😂😂","759"
"Pls yoongi looks like he is gonna kill namjoon","294"
"1:05   Suga:- i want to slap you jk😑😑","425"
"I'm not a blink but I love lisa","778"
"""Wow","95"
"Lisa's voice is on another level  ❤","927"
"0:16 ahhhhhh Lisa is killing it that look","630"
"""After the song finishes","115"
"I see JK enjoying Lisa's rap a lot...","788"
"Junkook and Rm:🙌😄☺ Suga and J-hope:😑😐😕","954"
"""Its like RM is the song prouducer","972"
"jk is serious at lisa lines","187"
"الارمي ايش وضعهم😂💜","464"
"Lisa looks so pretty 🤩🌹","667"
"""RM","562"
"Jhope🕳_🕳  Suga -_-  Jk 🤩🎙  Rm🕺🏼","188"
"Jungkook can rap so well!","800"
"""V","682"
"i like this edit ver","597"
"Jk and rm : father like daughter","388"
"""Jk and rapmonster:singing Suga:ugh","455"
"Jungkook and RM start dancing😂😍","809"
"Jungkook got the best reaction ever","882"
"جين متحمس اكثر منهم حافظ الاغنيه حتى من الحماس 😃","242"
"Lol junghook husband Lisa is me😘🤍💍","420"
"شوقا : جيهوب / سأخبر الله على كل شيء 😭😂😂😂😂","453"
"O jungkook doido como sempre kakakakakakaka","505"
"Yoongi is such a Savage😑😎","70"
"I love this and this video is so clear","145"
"""Kookie and rm: 🤩 Suga and j-hope: pls","739"
"l love you BLACKPINK","853"
"OMG! JK KNOW ALL LYRICS HUH?????? HOW 🧐🧐😏😏","657"
"Yoongi is like I want to sleep.😂","167"
"A dónde tan feliz Yoongi?? Ajajajajjaaajaaj","996"
"Namjoon's face singing seriously 0:40","430"
"Rm is just mouthing the lyrics I cant-","438"
"Lisa rapea:💎✨ Kook:que la remede dice 😈✋","32"
"JK and RM being blink🤣","774"
"our kookie kookie and namjoon is living the song","87"
"How many bts army in the world??  💜💜💜   👇","925"
"We don't need comedians when we have BTS 😂😂","223"
"Comedians lost their jobs because of BTS","488"
"""Even when I Fall and hurt myself","80"
"love from india 🇮🇳🇮🇳🇮🇳🇰🇷🇰🇷","266"
"""After one second","272"
"""Youtube:let's notify her after 5 minutes Me:bruh","515"
"Lmao 🤣 Run ep 122_123 is the funniest ep","608"
"BTS-The most famous band aka comedians🤣🤣","95"
"JinKook: Nation's living Tom&Jerry. ❤","323"
"Jimin: Trying to look cool Jin:😑 🤣💜","599"
"Jungkook and Jin are so cute and funny together😂","974"
"Everyone needs a seokjin in their life 😂💜","497"
"V and jk  as always the crime partners😂😂","914"
"WHEN JIN LAUGHS I AUTOMATICALLY LAUGH","195"
"Jin eating is my spirit animal","691"
"6:27 jin is so cute😘","284"
"""y'all know","504"
"Look at yoongis smile at 6:25🥺","56"
"""No one:   Namjoon:in crow language """"Bye""""""","310"
"Jungkook97 is my mood","270"
"V's dance ❤😂 7:14","933"
"7:14 Taehyung really said 🐛🐛🐛🐛","167"
"Rm's crying scene😂😂😂😂","450"
"The staff be holding their laugh tho👁👄👁","655"
"my poor baby yoongi ;(","448"
"Jin is making me feel to eat corn 😂","872"
"I love Jimin so much","990"
"i love jin he make people  smile","433"
"Jungkook made everone smile with ease😂😂💜🤤","540"
"I jimin today 😂","538"
"""9:08 Jhope why didnt he turn around 😂","459"
"Global handsome JIN 🌟💜","449"
"I love you  JIMIN love you","270"
"J hope 💜💜sugar","112"
"1:04 Jin's gAy PaNiC ←(>▽<)ﾉ","906"
"jimin is soso cute my oppa","161"
"Jimin looks really very handsome","905"
"Jin is boyfriend material","391"
"omg jin😂😂","756"
"LOVE RM💜💜","629"
"The laugh that comes out so fast  0:47","128"
"""I get everything I want with just """"Mommy","71"
"U hate us cause u ain't us... I like that","708"
"ARMY when they see the word shook: JUNKSHOOK","415"
"Jungkook is still a baby he is so cute!!!!","508"
"Namjin mommy daddy 😂😂😂💜💜","274"
"Where is our cat 🙄  I mean where is Suga","765"
"THE BANGTON FAMILY 😂","922"
"The last jk part was true😂","59"
"Jk's one is so true tho😂😂😂💜","686"
"Jungkook is still a baby 🍼🍼","104"
"With mommy daddy please 😂😂💜💜💜💜😂😂","574"
"""If it's about mom and dad it's a song ","649"
"Jungkookie is still a baby😄🤗☺","61"
"Last junkook pic was very cute and nice","698"
"Auuuu Jungkook : mommy daddy please","316"
"OMMG I DIED AT THE MOMMY DADDY PLS PART","803"
"Omfg😭😭that’s was soooo cute✨wtf😭😭😭","844"
"This legit accurate I-","882"
"🤣🤣😂","228"
"""""""hi I am the youngest"""" Me: hello","622"
"""Y'all chill this humor have some sense of humor","733"
"""Baby kookie gets everything with a mommy","565"
"Jk💜","814"
"It suits perfectly!! They're so adorable 💜💜💜💜","264"
"With mommy daddy please 🥰","111"
"When the middle come out😂😂💜","826"
"OMG this was so cute😍😍💜💜💜","439"
"Yesss 🥰 accurate especially the JK one 😌","87"
"I loved Jung kook's pics","399"
"""I write this on my dairy to remember ","785"
"Me laughing when I see GO GO vid clips","652"
"Jk is baby so cute😙😙😙","487"
"Lol. They are soooo cute .","349"
"Middle child rise 💜","835"
"jimin and tae look cute even jungkook too","51"
"Wow......I love this edit perfect 💜💜","421"
"Jungkook 's part is cuteee","358"
"""Omg me heart💜","902"
"Awww💜💜","846"
"middle once 🥺❤️😍😍😍","216"
"This is the best version according to me.😁😁👍","971"
"Yup jk is still a cute baby","790"
"How cuteeeee!!!!!! ☺☺💜💜💜💜","245"
"This is too cute🥰🥰🥰","38"
"The accuracy💪🏽💪🏽🥺🥺","801"
"Wow cool!👌🌟. But where is our Suga?","73"
"Mommy Daddy please aww..💜💜","113"
"Accurate❤️😂","121"
"That baby jungkook 😭🤧💜😂","352"
"Mummy daddy plz was the cutest😍","773"
"Awww💜💜😂","376"
"WOWW  THE MELODIEST RAP","386"
"Hahahaha 😆 this  was great!!!👍👍👏👏👏","981"
"Awww so cute 😚","777"
"Jungkook🐰🥺","620"
"Amazing drawing jungkook 💜 ❤","181"
"Jungkook es pura arte y me gusta el dibujo🐇🐇","712"
"Amazing drawing joen junkook","804"
"i love you jungkok","225"
"Amazing jungkok❤❤❤❤❤❤","414"
"Draw taehyung please  Drawing is goood 👍 perfect","266"
"I LOVE JUNGKOOK 💜❤👑","948"
"yes jeon jungkok","591"
"""It's so good and quality sketch ","417"
"와","456"
"owo its so beautiful 😱😱😱","311"
"JISSOO  AND RM ARMI PLEASE 👉🙏👸🏃❤","47"
"Amazing drawing jungkook 💜😍","199"
"классные видео!","633"
"Amazing darawing jungkook","446"
"Ur drawing is amazing  Can U make taehyung oppa","191"
"WOW JUNGKOOK","108"
"Cute nye jungkook","321"
"Kalo gambar Taehyun bisa enggak kak","548"
"Amazing drawing I Love BTS 😘💜💜❤","214"
"Jungkook 💕💗","417"
"JUNGKOOK ❤️🥰🥰🥰🥰🥰🥰🥰","470"
"Draw IU PLSSS","666"
"Jongkook","165"
"Jongkook 😘😘😍","970"
"Jungkook 💖💖💖💚💙💚💙😍😘","9"
"Jungkuk ku","473"
"Mirip😆","285"
"So much❤ cute👌 you are nice👏👍😊","40"
"😍😍😍","917"
"Very nice! You did well 👍👍👍","258"
"This is amazing btw can you do bts lines drawing","77"
"sayang ku jungkok 😎😍😍😍😍😍😘😗😗😗😗","389"
"Amazing 👏 🙀","179"
"💪💪👍👍👍😍😍","219"
"Good wonderful art♥♥💜🌌🌌","471"
"Awesome 💜💜","680"
"Amazing  drawing joen jungguk 🖤🖤","313"
"Wow or bi jungkook ❤️❤️","871"
"Galing mo po","79"
"jimin","369"
"Perfect draw 👌","781"
"wow byutiful saranye","902"
"Ganteng","559"
"O M G what a sketch 🔰😰😱😍😍😍","194"
"Jungkkok","922"
"Jungkook❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️💯","185"
"Woooow😊","777"
"Wow so amazing 👍❣️","828"
"Please Rosé❤️❤️💖💖💖","431"
"Jungkook baby","685"
"Waw keren kak:)","821"
"Mantap","313"
"Kalau mewarnai ada gak vidionya","746"
"Akhh jungkook❤️","94"
"ateez","992"
"WOW😮Amazing I'll try to draw it","546"
"wow keren","316"
"KAk  Jimin dong kak","628"
"Jungkook BTS 😍😍","885"
"Amazing darawing jungkook so beautiful darawing","107"
"Draw NAMJOOn  please! Edit: nvm I see it now lol","905"
"Astaghfirullah bagus banget","858"
"Wow nice! Please draw jimin","893"
"Mirip😊 gambar seokjin dong kk pliss","669"
"Lisaaaaaaaaaaaaa with jungkookkkkkkkkk","889"
"WOW that's amazing !!!!!!!","542"
"I love jungkook","7"
"Main carector in bts 8s junkook","759"
"Jungkook","533"
"Wow so amazing 🖤💖💕","640"
"Mirip banget","409"
"Jungkook","242"
"Plzz draw Lisa unnie and V oppa","82"
"Wau sarahngeheo","663"
"Kim taehyung pliss","92"
"😚😚👍👍","645"
"ailove jungkook💞Army","551"
"Kak jin plliiss","553"
"""I want to download it ","926"
"Wow😭😭😭😭❤️❤️❤️❤️❤️ 😳 I want to do it","626"
"Ter lalu cepat","473"
"And jungkook","324"
"wow really good","867"
"ทำไมโคดเหมือนจองกุก","18"
"jungkok","891"
"Kak jennie please","755"
"Nice bro 😉👍❤","45"
